,Date,Team,Opp,ML,Spread,Total,SpreadClose,TotalClose
2539,2014-10-26,KC,STL,-350.0,-6.0,43.0,-7.5,44.0
2540,2014-10-26,OAK,CLE,245.0,7.0,43.0,6.5,44.0
2541,2014-10-26,CLE,OAK,-295.0,-7.0,43.0,-6.5,44.0
2542,2014-11-02,JAC,CIN,380.0,13.0,43.0,10.0,44.0
2543,2014-11-02,CIN,JAC,-475.0,-13.0,43.0,-10.0,44.0
2544,2014-11-09,KC,BUF,114.0,-1.0,43.0,2.5,42.0
2545,2014-11-09,BUF,KC,-134.0,1.0,43.0,-2.5,42.0
2546,2014-11-09,STL,ARI,265.0,7.0,43.0,7.0,43.5
2547,2014-11-09,ARI,STL,-325.0,-7.0,43.0,-7.0,43.5
2548,2014-11-30,TEN,HOU,260.0,7.0,43.0,6.5,43.0
2549,2014-11-30,HOU,TEN,-310.0,-7.0,43.0,-6.5,43.0
2550,2014-11-30,OAK,STL,225.0,7.0,43.0,6.0,43.0
2551,2014-11-30,STL,OAK,-265.0,-7.0,43.0,-6.0,43.0
2552,2015-09-13,SEA,STL,-175.0,-3.0,43.0,-3.5,41.0
2553,2015-09-13,STL,SEA,155.0,3.0,43.0,3.5,41.0
2554,2015-10-05,DET,SEA,405.0,9.0,43.0,10.0,43.0
2555,2015-10-05,SEA,DET,-525.0,-9.0,43.0,-10.0,43.0
2556,2015-10-11,SF,NYG,285.0,7.0,43.0,7.5,43.5
2557,2015-10-11,NYG,SF,-350.0,-7.0,43.0,-7.5,43.5
2558,2015-10-17,HOU,JAC,140.0,0.0,43.0,3.0,43.0
2559,2015-10-17,JAC,HOU,-160.0,0.0,43.0,-3.0,43.0
2560,2015-10-25,HOU,MIA,190.0,5.5,43.0,4.5,46.0
2561,2015-10-25,MIA,HOU,-220.0,-5.5,43.0,-4.5,46.0
2562,2015-11-15,CHI,STL,310.0,7.0,43.0,7.5,42.0
2563,2015-11-15,STL,CHI,-380.0,-7.0,43.0,-7.5,42.0
2564,2015-11-22,DEN,CHI,-135.0,0.0,43.0,-2.0,41.5
2565,2015-11-22,CHI,DEN,115.0,0.0,43.0,2.0,41.5
2566,2015-12-06,JAC,TEN,125.0,2.0,43.0,3.0,43.5
2567,2015-12-06,TEN,JAC,-145.0,-2.0,43.0,-3.0,43.5
2568,2015-12-20,CHI,MIN,170.0,5.0,43.0,4.0,44.0
2569,2015-12-20,MIN,CHI,-200.0,-5.0,43.0,-4.0,44.0
2570,2015-12-20,KC,BAL,-290.0,-7.0,43.0,-6.5,41.0
2571,2015-12-20,BAL,KC,230.0,7.0,43.0,6.5,41.0
2572,2015-12-27,SF,DET,325.0,7.5,43.0,9.0,42.5
2573,2015-12-27,DET,SF,-400.0,-7.5,43.0,-9.0,42.5
2574,2016-01-03,BAL,CIN,326.0,7.5,43.0,9.5,40.5
2575,2016-01-03,CIN,BAL,-402.0,-7.5,43.0,-9.5,40.5
2576,2016-09-11,SD,KC,245.0,7.0,43.0,6.5,46.0
2577,2016-09-11,KC,SD,-310.0,-7.0,43.0,-6.5,46.0
2578,2016-09-11,BUF,BAL,140.0,2.5,43.0,3.0,44.5
2579,2016-09-11,BAL,BUF,-160.0,-2.5,43.0,-3.0,44.5
2580,2016-09-19,PHI,CHI,141.0,2.5,43.0,3.0,43.0
2581,2016-09-19,CHI,PHI,-161.0,-2.5,43.0,-3.0,43.0
2582,2016-09-25,MIN,CAR,220.0,7.5,43.0,6.0,42.5
2583,2016-09-25,CAR,MIN,-260.0,-7.5,43.0,-6.0,42.5
2584,2016-10-06,ARI,SF,-200.0,-2.5,43.0,-3.5,42.5
2585,2016-10-06,SF,ARI,170.0,2.5,43.0,3.5,42.5
2586,2016-10-30,NYJ,CLE,-137.0,-4.5,43.0,-2.5,45.5
2587,2016-10-30,CLE,NYJ,117.0,4.5,43.0,2.5,45.5
2588,2016-11-06,PIT,BAL,-175.0,3.0,43.0,-3.0,46.0
2589,2016-11-06,BAL,PIT,155.0,-3.0,43.0,3.0,46.0
2590,2016-12-04,DEN,JAC,-180.0,-4.0,43.0,-3.5,38.5
2591,2016-12-04,JAC,DEN,160.0,4.0,43.0,3.5,38.5
2592,2017-09-10,NYJ,BUF,317.0,6.0,43.0,7.0,42.0
2593,2017-09-10,BUF,NYJ,-400.0,-6.0,43.0,-7.0,42.0
2594,2017-09-17,CHI,TB,249.0,6.0,43.0,7.0,44.0
2595,2017-09-17,TB,CHI,-305.0,-6.0,43.0,-7.0,44.0
2596,2017-09-24,NYG,PHI,190.0,5.5,43.0,5.0,42.5
2597,2017-09-24,PHI,NYG,-240.0,-5.5,43.0,-5.0,42.5
2598,2017-10-08,SF,IND,100.0,1.5,43.0,1.0,43.5
2599,2017-10-08,IND,SF,-120.0,-1.5,43.0,-1.0,43.5
2600,2017-10-29,HOU,SEA,235.0,6.0,43.0,6.0,45.0
2601,2017-10-29,SEA,HOU,-286.0,-6.0,43.0,-6.0,45.0
2602,2017-11-05,BAL,TEN,140.0,4.0,43.0,3.0,41.0
2603,2017-11-05,TEN,BAL,-160.0,-4.0,43.0,-3.0,41.0
2604,2017-11-06,DET,GB,-140.0,-2.0,43.0,-2.5,42.5
2605,2017-11-06,GB,DET,120.0,2.0,43.0,2.5,42.5
2606,2017-11-09,SEA,ARI,-280.0,-6.5,43.0,-6.0,40.5
2607,2017-11-09,ARI,SEA,230.0,6.5,43.0,6.0,40.5
2608,2017-11-12,MIN,WAS,-115.0,-2.5,43.0,-1.0,42.0
2609,2017-11-12,WAS,MIN,-105.0,2.5,43.0,1.0,42.0
2610,2017-11-12,PIT,IND,-600.0,-10.0,43.0,-11.0,46.5
2611,2017-11-12,IND,PIT,425.0,10.0,43.0,11.0,46.5
2612,2017-11-26,SEA,SF,-310.0,-7.0,43.0,-6.5,45.0
2613,2017-11-26,SF,SEA,250.0,7.0,43.0,6.5,45.0
2614,2017-12-03,DET,BAL,120.0,2.5,43.0,2.5,43.5
2615,2017-12-03,BAL,DET,-140.0,-2.5,43.0,-2.5,43.5
2616,2017-12-03,LA,ARI,-340.0,-7.5,43.0,-7.0,43.0
2617,2017-12-03,ARI,LA,270.0,7.5,43.0,7.0,43.0
2618,2017-12-03,NYG,OAK,360.0,10.0,43.0,9.5,42.5
2619,2017-12-03,OAK,NYG,-470.0,-10.0,43.0,-9.5,42.5
2620,2017-12-04,PIT,CIN,-220.0,-5.5,43.0,-4.5,42.5
2621,2017-12-04,CIN,PIT,190.0,5.5,43.0,4.5,42.5
2622,2017-12-10,SF,HOU,110.0,1.0,43.0,2.0,45.0
2623,2017-12-10,HOU,SF,-130.0,-1.0,43.0,-2.0,45.0
2624,2017-12-31,DAL,PHI,-210.0,2.0,43.0,-4.0,41.0
2625,2017-12-31,PHI,DAL,175.0,-2.0,43.0,4.0,41.0
2626,2018-10-07,DEN,NYJ,-110.0,2.0,43.0,0.0,42.5
2627,2018-10-07,NYJ,DEN,-110.0,-2.0,43.0,0.0,42.5
2628,2018-10-14,ARI,MIN,375.0,10.5,43.0,9.5,43.5
2629,2018-10-14,MIN,ARI,-500.0,-10.5,43.0,-9.5,43.5
2630,2018-11-11,DAL,PHI,300.0,6.5,43.0,7.5,45.5
2631,2018-11-11,PHI,DAL,-400.0,-6.5,43.0,-7.5,45.5
2632,2018-11-18,HOU,WAS,-170.0,-2.0,43.0,-3.0,40.5
2633,2018-11-18,WAS,HOU,145.0,2.0,43.0,3.0,40.5
2634,2018-11-26,TEN,HOU,170.0,5.5,43.0,3.5,42.5
2635,2018-11-26,HOU,TEN,-200.0,-5.5,43.0,-3.5,42.5
2636,2018-12-16,MIA,MIN,320.0,7.0,43.0,8.0,45.5
2637,2018-12-16,MIN,MIA,-420.0,-7.0,43.0,-8.0,45.5
2638,2018-12-23,MIN,DET,-310.0,-5.0,43.0,-6.5,41.5
2639,2018-12-23,DET,MIN,250.0,5.0,43.0,6.5,41.5
2640,2019-09-09,DEN,OAK,-155.0,3.0,43.0,-3.0,42.5
2641,2019-09-09,OAK,DEN,135.0,-3.0,43.0,3.0,42.5
2642,2019-09-15,BUF,NYG,-120.0,0.0,43.0,-1.0,44.5
2643,2019-09-15,NYG,BUF,100.0,0.0,43.0,1.0,44.5
2644,2019-09-22,OAK,MIN,350.0,7.0,43.0,9.0,43.5
2645,2019-09-22,MIN,OAK,-450.0,-7.0,43.0,-9.0,43.5
2646,2019-10-20,SF,WAS,-500.0,-10.0,43.0,-10.0,38.5
2647,2019-10-20,WAS,SF,375.0,10.0,43.0,10.0,38.5
2648,2019-10-21,NE,NYJ,-450.0,-10.0,43.0,-9.5,43.0
2649,2019-10-21,NYJ,NE,350.0,10.0,43.0,9.5,43.0
2650,2019-10-31,SF,ARI,-480.0,0.0,43.0,-10.0,43.5
2651,2019-10-31,ARI,SF,365.0,0.0,43.0,10.0,43.5
2652,2019-11-03,CLE,DEN,-210.0,1.0,43.0,-4.0,39.0
2653,2019-11-03,DEN,CLE,175.0,-1.0,43.0,4.0,39.0
2654,2019-12-08,BAL,BUF,-260.0,-6.5,43.0,-6.0,44.5
2655,2019-12-08,BUF,BAL,210.0,6.5,43.0,6.0,44.5
2656,2019-12-08,CIN,CLE,240.0,10.5,43.0,6.5,43.5
2657,2019-12-08,CLE,CIN,-300.0,-10.5,43.0,-6.5,43.5
2658,2019-12-08,PIT,ARI,-125.0,-2.5,43.0,-1.5,43.5
2659,2019-12-08,ARI,PIT,105.0,2.5,43.0,1.5,43.5
2672,2007-09-23,DAL,CHI,140.0,3.0,43.5,3.0,41.5
2673,2007-09-23,CHI,DAL,-160.0,-3.0,43.5,-3.0,41.5
2674,2007-10-28,DET,CHI,250.0,4.0,43.5,6.0,45.5
2675,2007-10-28,CHI,DET,-300.0,-4.0,43.5,-6.0,45.5
2676,2007-11-04,CIN,BUF,-120.0,2.0,43.5,-1.5,44.0
2677,2007-11-04,BUF,CIN,100.0,-2.0,43.5,1.5,44.0
2678,2007-11-26,MIA,PIT,600.0,16.0,43.5,15.0,37.0
2679,2007-11-26,PIT,MIA,-800.0,-16.0,43.5,-15.0,37.0
2680,2007-12-02,NYG,CHI,-110.0,-2.5,43.5,0.0,39.5
2681,2007-12-02,CHI,NYG,-110.0,2.5,43.5,0.0,39.5
2682,2008-01-20,NYG,GB,255.0,6.5,43.5,7.5,41.0
2683,2008-01-20,GB,NYG,-305.0,-6.5,43.5,-7.5,41.0
2684,2008-09-07,HOU,PIT,240.0,6.5,43.5,6.0,43.0
2685,2008-09-07,PIT,HOU,-280.0,-6.5,43.5,-6.0,43.0
2686,2008-09-14,IND,MIN,-110.0,-1.0,43.5,-1.0,43.5
2687,2008-09-14,MIN,IND,-110.0,1.0,43.5,1.0,43.5
2688,2008-10-26,STL,NE,310.0,7.0,43.5,7.0,43.5
2689,2008-10-26,NE,STL,-380.0,-7.0,43.5,-7.0,43.5
2690,2008-10-26,ARI,CAR,200.0,4.5,43.5,4.5,43.5
2691,2008-10-26,CAR,ARI,-240.0,-4.5,43.5,-4.5,43.5
2692,2008-11-02,DET,CHI,400.0,12.5,43.5,13.0,43.5
2693,2008-11-02,CHI,DET,-600.0,-12.5,43.5,-13.0,43.5
2694,2008-11-02,PHI,SEA,-300.0,-7.5,43.5,-7.0,43.5
2695,2008-11-02,SEA,PHI,250.0,7.5,43.5,7.0,43.5
2696,2008-11-09,SEA,MIA,270.0,10.5,43.5,7.5,42.0
2697,2008-11-09,MIA,SEA,-330.0,-10.5,43.5,-7.5,42.0
2698,2008-11-09,NYG,PHI,130.0,2.5,43.5,3.0,43.0
2699,2008-11-09,PHI,NYG,-150.0,-2.5,43.5,-3.0,43.0
2700,2008-11-23,BUF,KC,-150.0,-3.0,43.5,-3.0,42.5
2701,2008-11-23,KC,BUF,130.0,3.0,43.5,3.0,42.5
2702,2008-11-23,CHI,STL,-300.0,-9.0,43.5,-7.5,44.5
2703,2008-11-23,STL,CHI,250.0,9.0,43.5,7.5,44.5
2704,2008-11-23,OAK,DEN,320.0,11.0,43.5,9.0,44.0
2705,2008-11-23,DEN,OAK,-400.0,-11.0,43.5,-9.0,44.0
2706,2008-11-27,TEN,DET,-560.0,-11.0,43.5,-11.0,44.0
2707,2008-11-27,DET,TEN,430.0,11.0,43.5,11.0,44.0
2708,2009-09-20,ARI,JAC,145.0,4.5,43.5,3.0,44.0
2709,2009-09-20,JAC,ARI,-165.0,-4.5,43.5,-3.0,44.0
2710,2009-10-04,DAL,DEN,-140.0,-3.0,43.5,-3.0,44.0
2711,2009-10-04,DEN,DAL,120.0,3.0,43.5,3.0,44.0
2712,2009-10-11,TB,PHI,750.0,14.0,43.5,15.5,42.0
2713,2009-10-11,PHI,TB,-1200.0,-14.0,43.5,-15.5,42.0
2714,2009-10-19,DEN,SD,155.0,4.0,43.5,3.0,44.5
2715,2009-10-19,SD,DEN,-175.0,-4.0,43.5,-3.0,44.5
2716,2009-11-08,BAL,CIN,-145.0,-3.0,43.5,-3.0,45.0
2717,2009-11-08,CIN,BAL,125.0,3.0,43.5,3.0,45.0
2718,2009-11-08,GB,TB,-525.0,-10.0,43.5,-9.5,43.0
2719,2009-11-08,TB,GB,400.0,10.0,43.5,9.5,43.0
2720,2009-11-08,DET,SEA,450.0,10.0,43.5,11.0,42.0
2721,2009-11-08,SEA,DET,-600.0,-10.0,43.5,-11.0,42.0
2722,2009-11-12,CHI,SF,160.0,3.0,43.5,3.0,43.5
2723,2009-11-12,SF,CHI,-180.0,-3.0,43.5,-3.0,43.5
2724,2009-11-15,TB,MIA,385.0,9.5,43.5,10.0,43.0
2725,2009-11-15,MIA,TB,-460.0,-9.5,43.5,-10.0,43.0
2726,2009-12-06,TB,CAR,160.0,6.0,43.5,3.5,40.0
2727,2009-12-06,CAR,TB,-190.0,-6.0,43.5,-3.5,40.0
2728,2009-12-13,GB,CHI,-225.0,-3.5,43.5,-3.5,42.0
2729,2009-12-13,CHI,GB,185.0,3.5,43.5,3.5,42.0
2730,2009-12-20,SF,PHI,290.0,9.5,43.5,7.0,41.0
2731,2009-12-20,PHI,SF,-350.0,-9.5,43.5,-7.0,41.0
2732,2009-12-20,HOU,STL,-900.0,-10.5,43.5,-14.0,43.0
2733,2009-12-20,STL,HOU,650.0,10.5,43.5,14.0,43.0
2734,2010-01-03,TEN,SEA,-245.0,-5.5,43.5,-6.0,45.0
2735,2010-01-03,SEA,TEN,205.0,5.5,43.5,6.0,45.0
2736,2010-09-19,BUF,GB,490.0,13.5,43.5,13.0,43.0
2737,2010-09-19,GB,BUF,-680.0,-13.5,43.5,-13.0,43.0
2738,2010-10-10,GB,WAS,-145.0,-3.0,43.5,-3.0,45.5
2739,2010-10-10,WAS,GB,125.0,3.0,43.5,3.0,45.5
2740,2010-10-31,TEN,SD,205.0,3.5,43.5,5.5,45.0
2741,2010-10-31,SD,TEN,-245.0,-3.5,43.5,-5.5,45.0
2742,2010-11-21,GB,MIN,-155.0,-1.0,43.5,-3.0,45.0
2743,2010-11-21,MIN,GB,135.0,1.0,43.5,3.0,45.0
2744,2010-11-21,BUF,CIN,175.0,5.0,43.5,4.0,41.0
2745,2010-11-21,CIN,BUF,-210.0,-5.0,43.5,-4.0,41.0
2746,2010-11-25,CIN,NYJ,345.0,8.5,43.5,9.5,43.5
2747,2010-11-25,NYJ,CIN,-420.0,-8.5,43.5,-9.5,43.5
2748,2010-12-05,JAC,TEN,140.0,3.0,43.5,3.0,43.5
2749,2010-12-05,TEN,JAC,-165.0,-3.0,43.5,-3.0,43.5
2750,2010-12-05,CHI,DET,-270.0,-3.5,43.5,-5.5,43.5
2751,2010-12-05,DET,CHI,220.0,3.5,43.5,5.5,43.5
2752,2010-12-12,CLE,BUF,-105.0,1.5,43.5,0.0,39.0
2753,2010-12-12,BUF,CLE,-115.0,-1.5,43.5,0.0,39.0
2754,2010-12-19,KC,STL,135.0,-1.0,43.5,3.0,42.5
2755,2010-12-19,STL,KC,-155.0,1.0,43.5,-3.0,42.5
2756,2010-12-19,NO,BAL,115.0,2.5,43.5,2.5,45.0
2757,2010-12-19,BAL,NO,-135.0,-2.5,43.5,-2.5,45.0
2758,2010-12-19,GB,NE,700.0,13.0,43.5,14.0,43.5
2759,2010-12-19,NE,GB,-1000.0,-13.0,43.5,-14.0,43.5
2760,2011-01-02,OAK,KC,180.0,4.0,43.5,5.0,43.5
2761,2011-01-02,KC,OAK,-220.0,-4.0,43.5,-5.0,43.5
2762,2011-01-02,CIN,BAL,400.0,9.5,43.5,9.5,43.0
2763,2011-01-02,BAL,CIN,-500.0,-9.5,43.5,-9.5,43.0
2764,2011-10-30,DET,DEN,-190.0,-3.0,43.5,-3.5,43.5
2765,2011-10-30,DEN,DET,165.0,3.0,43.5,3.5,43.5
2766,2011-11-06,NYJ,BUF,115.0,1.0,43.5,2.5,45.5
2767,2011-11-06,BUF,NYJ,-135.0,-1.0,43.5,-2.5,45.5
2768,2011-11-06,STL,ARI,110.0,3.5,43.5,1.0,42.0
2769,2011-11-06,ARI,STL,-130.0,-3.5,43.5,-1.0,42.0
2770,2011-11-13,NYG,SF,180.0,3.5,43.5,4.0,43.0
2771,2011-11-13,SF,NYG,-220.0,-3.5,43.5,-4.0,43.0
2772,2011-11-27,BUF,NYJ,375.0,8.5,43.5,9.5,42.5
2773,2011-11-27,NYJ,BUF,-475.0,-8.5,43.5,-9.5,42.5
2774,2011-12-24,MIN,WAS,220.0,5.5,43.5,6.0,43.0
2775,2011-12-24,WAS,MIN,-260.0,-5.5,43.5,-6.0,43.0
2776,2012-09-09,MIA,HOU,625.0,7.0,43.5,13.0,41.5
2777,2012-09-09,HOU,MIA,-825.0,-7.0,43.5,-13.0,41.5
2778,2012-09-16,BAL,PHI,135.0,3.0,43.5,2.5,47.0
2779,2012-09-16,PHI,BAL,-155.0,-3.0,43.5,-2.5,47.0
2780,2012-09-23,SF,MIN,-310.0,-7.0,43.5,-7.0,42.5
2781,2012-09-23,MIN,SF,255.0,7.0,43.5,7.0,42.5
2782,2012-09-23,BUF,CLE,-140.0,-3.0,43.5,-3.0,45.0
2783,2012-09-23,CLE,BUF,120.0,3.0,43.5,3.0,45.0
2784,2012-09-30,TEN,HOU,565.0,11.0,43.5,13.0,44.5
2785,2012-09-30,HOU,TEN,-790.0,-11.0,43.5,-13.0,44.5
2786,2012-10-11,PIT,TEN,-270.0,-6.5,43.5,-6.5,43.0
2787,2012-10-11,TEN,PIT,230.0,6.5,43.5,6.5,43.0
2788,2012-11-04,CHI,TEN,-230.0,-4.5,43.5,-4.5,44.0
2789,2012-11-04,TEN,CHI,195.0,4.5,43.5,4.5,44.0
2790,2012-11-18,CLE,DAL,260.0,8.0,43.5,7.0,43.5
2791,2012-11-18,DAL,CLE,-320.0,-8.0,43.5,-7.0,43.5
2792,2012-11-18,CIN,KC,-165.0,-3.5,43.5,-3.0,42.0
2793,2012-11-18,KC,CIN,145.0,3.5,43.5,3.0,42.0
2794,2012-11-25,TEN,JAC,-165.0,-3.0,43.5,-3.5,45.0
2795,2012-11-25,JAC,TEN,145.0,3.0,43.5,3.5,45.0
2796,2012-12-23,STL,TB,135.0,3.0,43.5,3.0,43.5
2797,2012-12-23,TB,STL,-155.0,-3.0,43.5,-3.0,43.5
2798,2013-09-08,TEN,PIT,200.0,6.5,43.5,6.0,42.0
2799,2013-09-08,PIT,TEN,-240.0,-6.5,43.5,-6.0,42.0
2800,2013-09-22,SD,TEN,135.0,3.0,43.5,3.0,43.0
2801,2013-09-22,TEN,SD,-155.0,-3.0,43.5,-3.0,43.0
2802,2013-09-26,SF,STL,-200.0,-3.5,43.5,-4.0,43.5
2803,2013-09-26,STL,SF,170.0,3.5,43.5,4.0,43.5
2804,2013-09-29,BAL,BUF,-185.0,-4.0,43.5,-4.0,45.0
2805,2013-09-29,BUF,BAL,160.0,4.0,43.5,4.0,45.0
2806,2013-10-20,NE,NYJ,-180.0,-3.0,43.5,-3.5,43.0
2807,2013-10-20,NYJ,NE,160.0,3.0,43.5,3.5,43.0
2808,2013-10-20,BUF,MIA,225.0,7.5,43.5,6.0,44.0
2809,2013-10-20,MIA,BUF,-275.0,-7.5,43.5,-6.0,44.0
2810,2013-11-17,ATL,TB,110.0,-2.0,43.5,2.0,43.5
2811,2013-11-17,TB,ATL,-130.0,2.0,43.5,-2.0,43.5
2812,2013-11-24,IND,ARI,160.0,1.5,43.5,3.0,44.5
2813,2013-11-24,ARI,IND,-180.0,-1.5,43.5,-3.0,44.5
2814,2014-09-11,PIT,BAL,126.0,3.0,43.5,2.5,44.0
2815,2014-09-11,BAL,PIT,-146.0,-3.0,43.5,-2.5,44.0
2816,2014-09-14,DET,CAR,105.0,3.0,43.5,1.5,43.0
2817,2014-09-14,CAR,DET,-125.0,-3.0,43.5,-1.5,43.0
2818,2014-09-21,TEN,CIN,230.0,6.5,43.5,6.0,45.0
2819,2014-09-21,CIN,TEN,-275.0,-6.5,43.5,-6.0,45.0
2820,2014-09-28,TB,PIT,275.0,8.0,43.5,7.5,44.5
2821,2014-09-28,PIT,TB,-345.0,-8.0,43.5,-7.5,44.5
2822,2014-10-05,NYJ,SD,260.0,7.0,43.5,7.0,45.0
2823,2014-10-05,SD,NYJ,-314.0,-7.0,43.5,-7.0,45.0
2824,2014-10-12,CAR,CIN,250.0,7.0,43.5,7.0,44.0
2825,2014-10-12,CIN,CAR,-310.0,-7.0,43.5,-7.0,44.0
2826,2014-10-13,SF,STL,-200.0,-3.5,43.5,-3.0,45.0
2827,2014-10-13,STL,SF,170.0,3.5,43.5,3.0,45.0
2828,2014-10-26,MIA,JAC,-320.0,-4.0,43.5,-7.0,42.0
2829,2014-10-26,JAC,MIA,265.0,4.0,43.5,7.0,42.0
2830,2014-10-26,HOU,TEN,-181.0,-1.0,43.5,-3.0,43.0
2831,2014-10-26,TEN,HOU,156.0,1.0,43.5,3.0,43.0
2832,2014-11-16,SF,NYG,-200.0,-3.0,43.5,-4.0,44.5
2833,2014-11-16,NYG,SF,170.0,3.0,43.5,4.0,44.5
2834,2014-11-20,KC,OAK,-360.0,-6.5,43.5,-7.0,41.5
2835,2014-11-20,OAK,KC,295.0,6.5,43.5,7.0,41.5
2836,2014-12-14,TB,CAR,160.0,5.5,43.5,3.0,41.0
2837,2014-12-14,CAR,TB,-190.0,-5.5,43.5,-3.0,41.0
2838,2014-12-28,CHI,MIN,270.0,7.0,43.5,7.0,47.0
2839,2014-12-28,MIN,CHI,-330.0,-7.0,43.5,-7.0,47.0
2840,2015-09-20,BAL,OAK,-270.0,-6.0,43.5,-6.0,42.0
2841,2015-09-20,OAK,BAL,220.0,6.0,43.5,6.0,42.0
2842,2015-09-27,BUF,MIA,100.0,2.5,43.5,1.0,43.0
2843,2015-09-27,MIA,BUF,-120.0,-2.5,43.5,-1.0,43.0
2844,2015-10-11,JAC,TB,-105.0,3.0,43.5,1.0,41.5
2845,2015-10-11,TB,JAC,-115.0,-3.0,43.5,-1.0,41.5
2846,2015-10-17,BAL,SF,-145.0,-3.0,43.5,-2.5,43.5
2847,2015-10-17,SF,BAL,125.0,3.0,43.5,2.5,43.5
2848,2015-11-01,TEN,HOU,160.0,4.5,43.5,3.5,42.5
2849,2015-11-01,HOU,TEN,-180.0,-4.5,43.5,-3.5,42.5
2850,2015-11-15,DAL,TB,-115.0,1.0,43.5,-1.0,43.5
2851,2015-11-15,TB,DAL,-105.0,-1.0,43.5,1.0,43.5
2852,2015-11-29,MIA,NYJ,180.0,3.0,43.5,4.5,44.0
2853,2015-11-29,NYJ,MIA,-210.0,-3.0,43.5,-4.5,44.0
2854,2015-12-06,CIN,CLE,-350.0,-7.5,43.5,-7.5,44.5
2855,2015-12-06,CLE,CIN,290.0,7.5,43.5,7.5,44.5
2856,2015-12-06,BAL,MIA,150.0,3.5,43.5,3.0,43.5
2857,2015-12-06,MIA,BAL,-170.0,-3.5,43.5,-3.0,43.5
2858,2015-12-06,DEN,SD,-260.0,-4.5,43.5,-6.0,45.0
2859,2015-12-06,SD,DEN,220.0,4.5,43.5,6.0,45.0
2860,2015-12-13,TEN,NYJ,300.0,7.0,43.5,8.0,43.0
2861,2015-12-13,NYJ,TEN,-360.0,-7.0,43.5,-8.0,43.0
2862,2015-12-13,DAL,GB,235.0,7.0,43.5,6.5,42.5
2863,2015-12-13,GB,DAL,-275.0,-7.0,43.5,-6.5,42.5
2864,2016-09-08,CAR,DEN,-141.0,1.0,43.5,-3.0,40.5
2865,2016-09-08,DEN,CAR,121.0,-1.0,43.5,3.0,40.5
2866,2016-09-18,KC,HOU,-105.0,1.0,43.5,1.0,42.5
2867,2016-09-18,HOU,KC,-115.0,-1.0,43.5,-1.0,42.5
2868,2016-09-18,BAL,CLE,-200.0,-6.5,43.5,-4.5,42.5
2869,2016-09-18,CLE,BAL,175.0,6.5,43.5,4.5,42.5
2870,2016-10-02,BUF,NE,170.0,6.5,43.5,3.5,41.0
2871,2016-10-02,NE,BUF,-190.0,-6.5,43.5,-3.5,41.0
2872,2016-10-16,LA,DET,130.0,3.0,43.5,3.0,44.5
2873,2016-10-16,DET,LA,-150.0,-3.0,43.5,-3.0,44.5
2874,2016-10-23,SEA,ARI,120.0,2.5,43.5,2.5,43.0
2875,2016-10-23,ARI,SEA,-140.0,-2.5,43.5,-2.5,43.0
2876,2016-10-30,PHI,DAL,195.0,4.5,43.5,5.0,43.5
2877,2016-10-30,DAL,PHI,-235.0,-4.5,43.5,-5.0,43.5
2878,2016-11-13,HOU,JAC,135.0,-1.5,43.5,3.0,42.0
2879,2016-11-13,JAC,HOU,-155.0,1.5,43.5,-3.0,42.0
2880,2016-11-20,BAL,DAL,250.0,6.5,43.5,7.0,44.5
2881,2016-11-20,DAL,BAL,-300.0,-6.5,43.5,-7.0,44.5
2882,2016-12-01,DAL,MIN,-160.0,-3.5,43.5,-3.0,43.5
2883,2016-12-01,MIN,DAL,140.0,3.5,43.5,3.0,43.5
2884,2016-12-11,DEN,TEN,115.0,1.0,43.5,2.0,44.0
2885,2016-12-11,TEN,DEN,-135.0,-1.0,43.5,-2.0,44.0
2886,2016-12-18,TEN,KC,220.0,6.0,43.5,6.0,43.0
2887,2016-12-18,KC,TEN,-270.0,-6.0,43.5,-6.0,43.0
2888,2016-12-24,MIN,GB,240.0,7.0,43.5,6.0,44.5
2889,2016-12-24,GB,MIN,-280.0,-7.0,43.5,-6.0,44.5
2890,2017-09-17,TEN,JAC,-125.0,0.0,43.5,-1.0,41.0
2891,2017-09-17,JAC,TEN,105.0,0.0,43.5,1.0,41.0
2892,2017-09-17,NYJ,OAK,664.0,13.5,43.5,14.0,43.5
2893,2017-09-17,OAK,NYJ,-1000.0,-13.5,43.5,-14.0,43.5
2894,2017-09-17,SF,SEA,665.0,13.0,43.5,13.5,41.0
2895,2017-09-17,SEA,SF,-1002.0,-13.0,43.5,-13.5,41.0
2896,2017-09-18,DET,NYG,148.0,4.5,43.5,3.0,42.5
2897,2017-09-18,NYG,DET,-170.0,-4.5,43.5,-3.0,42.5
2898,2017-10-01,DET,MIN,130.0,1.0,43.5,2.5,43.0
2899,2017-10-01,MIN,DET,-150.0,-1.0,43.5,-2.5,43.0
2900,2017-10-01,NYG,TB,120.0,4.0,43.5,2.5,45.5
2901,2017-10-01,TB,NYG,-140.0,-4.0,43.5,-2.5,45.5
2902,2017-10-08,LAC,NYG,150.0,3.0,43.5,3.0,45.5
2903,2017-10-08,NYG,LAC,-180.0,-3.0,43.5,-3.0,45.5
2904,2017-10-08,TEN,MIA,100.0,-3.0,43.5,1.0,41.5
2905,2017-10-08,MIA,TEN,-120.0,3.0,43.5,-1.0,41.5
2906,2017-10-08,CAR,DET,110.0,3.0,43.5,2.0,42.0
2907,2017-10-08,DET,CAR,-130.0,-3.0,43.5,-2.0,42.0
