,Date,Team,Opp,ML,Spread,Total,SpreadClose,TotalClose
96,2021-09-30 00:00:00,JAC,CIN,270.0,6.5,46.0,8.5,46.0
97,2021-09-30 00:00:00,CIN,JAC,-330.0,-6.5,46.0,-8.5,46.0
53,2020-09-20 00:00:00,TEN,JAC,-310.0,4.0,45.0,-7.0,45.0
52,2020-09-20 00:00:00,JAC,TEN,260.0,-4.0,45.0,7.0,45.0
389,2021-12-09 00:00:00,MIN,PIT,-175.0,-3.5,44.5,-3.5,44.5
388,2021-12-09 00:00:00,PIT,MIN,155.0,3.5,44.5,3.5,44.5
530,2022-01-09 00:00:00,WAS,NYG,-240.0,-7.0,37.0,-5.5,36.5
537,2022-01-09 00:00:00,CLE,CIN,-260.0,-6.0,37.0,-7.0,38.0
531,2022-01-09 00:00:00,NYG,WAS,200.0,7.0,37.0,5.5,36.5
536,2022-01-09 00:00:00,CIN,CLE,220.0,6.0,37.0,7.0,38.0
6,2020-09-13 00:00:00,NYJ,BUF,250.0,6.0,39.5,6.5,39.0
7,2020-09-13 00:00:00,BUF,NYJ,-300.0,-6.0,39.5,-6.5,39.0
533,2022-01-09 00:00:00,ATL,NO,180.0,4.5,40.0,5.0,40.5
288,2020-11-15 00:00:00,BAL,NE,-320.0,-7.0,40.0,-7.0,44.0
532,2022-01-09 00:00:00,NO,ATL,-210.0,-4.5,40.0,-5.0,40.5
289,2020-11-15 00:00:00,NE,BAL,265.0,7.0,40.0,7.0,44.0
442,2021-12-20 00:00:00,LV,CLE,-140.0,0.0,40.5,-3.0,41.5
520,2022-01-09 00:00:00,NE,MIA,-260.0,-7.0,40.5,-5.5,41.0
521,2022-01-09 00:00:00,MIA,NE,220.0,7.0,40.5,5.5,41.0
524,2022-01-09 00:00:00,NYJ,BUF,800.0,16.5,40.5,16.0,43.0
443,2021-12-20 00:00:00,CLE,LV,120.0,-0.0,40.5,3.0,41.5
271,2021-11-08 00:00:00,PIT,CHI,-310.0,5.0,40.5,-7.5,40.0
270,2021-11-08 00:00:00,CHI,PIT,260.0,-5.0,40.5,7.5,40.0
491,2022-01-02 00:00:00,NO,CAR,-300.0,-7.0,40.5,-7.0,37.0
525,2022-01-09 00:00:00,BUF,NYJ,-1400.0,-16.5,40.5,-16.0,43.0
490,2022-01-02 00:00:00,CAR,NO,250.0,7.0,40.5,7.0,37.0
96,2020-10-01 00:00:00,DEN,NYJ,-105.0,-2.0,41.0,1.0,41.0
535,2022-01-09 00:00:00,BAL,PIT,-155.0,-3.0,41.0,-3.0,40.5
498,2022-01-02 00:00:00,MIA,TEN,150.0,3.5,41.0,3.0,41.0
499,2022-01-02 00:00:00,TEN,MIA,-170.0,-3.5,41.0,-3.0,41.0
534,2022-01-09 00:00:00,PIT,BAL,135.0,3.0,41.0,3.0,40.5
479,2021-12-28 00:00:00,NO,MIA,145.0,-3.5,41.0,3.0,37.5
488,2021-01-03 00:00:00,PIT,CLE,375.0,4.0,41.0,11.5,44.5
97,2020-10-01 00:00:00,NYJ,DEN,-115.0,2.0,41.0,-1.0,41.0
277,2020-11-15 00:00:00,NYG,PHI,190.0,3.0,41.0,4.5,46.0
276,2020-11-15 00:00:00,PHI,NYG,-220.0,-3.0,41.0,-4.5,46.0
489,2021-01-03 00:00:00,CLE,PIT,-450.0,-4.0,41.0,-11.5,44.5
478,2021-12-28 00:00:00,MIA,NO,-165.0,3.5,41.0,-3.0,37.5
447,2020-12-21 00:00:00,CIN,PIT,750.0,11.5,41.5,16.0,40.5
514,2021-01-09 00:00:00,LA,SEA,155.0,4.5,41.5,3.0,42.0
467,2021-12-26 00:00:00,NYJ,JAC,-135.0,-1.0,41.5,-1.0,43.5
446,2020-12-21 00:00:00,PIT,CIN,-1200.0,-11.5,41.5,-16.0,40.5
466,2021-12-26 00:00:00,JAC,NYJ,115.0,1.0,41.5,1.0,43.5
380,2020-12-07 00:00:00,WAS,PIT,220.0,9.0,41.5,5.5,43.5
515,2021-01-09 00:00:00,SEA,LA,-175.0,-4.5,41.5,-3.0,42.0
352,2020-12-02 00:00:00,BAL,PIT,400.0,9.5,41.5,10.5,40.5
353,2020-12-02 00:00:00,PIT,BAL,-500.0,-9.5,41.5,-10.5,40.5
265,2020-11-09 00:00:00,NYJ,NE,320.0,7.0,41.5,8.5,42.0
511,2022-01-03 00:00:00,PIT,CLE,105.0,-1.0,41.5,-0.0,43.5
381,2020-12-07 00:00:00,PIT,WAS,-260.0,-9.0,41.5,-5.5,43.5
264,2020-11-09 00:00:00,NE,NYJ,-380.0,-7.0,41.5,-8.5,42.0
510,2022-01-03 00:00:00,CLE,PIT,-125.0,1.0,41.5,0.0,43.5
254,2020-11-08 00:00:00,NYG,WAS,140.0,3.5,41.5,3.0,43.0
255,2020-11-08 00:00:00,WAS,NYG,-160.0,-3.5,41.5,-3.0,43.0
258,2020-11-08 00:00:00,PIT,DAL,-1200.0,-13.5,41.5,-14.5,44.0
259,2020-11-08 00:00:00,DAL,PIT,750.0,13.5,41.5,14.5,44.0
529,2022-01-09 00:00:00,HOU,TEN,450.0,11.5,42.0,12.0,43.0
480,2021-01-03 00:00:00,WAS,PHI,-300.0,4.0,42.0,-7.0,43.5
481,2021-01-03 00:00:00,PHI,WAS,250.0,-4.0,42.0,7.0,43.5
142,2021-10-10 00:00:00,DEN,PIT,-125.0,-1.5,42.0,-1.0,40.0
528,2022-01-09 00:00:00,TEN,HOU,-600.0,-11.5,42.0,-12.0,43.0
143,2021-10-10 00:00:00,PIT,DEN,105.0,1.5,42.0,1.0,40.0
146,2021-10-10 00:00:00,NE,HOU,-360.0,-7.5,42.0,-9.0,39.0
31,2020-09-14 00:00:00,DEN,TEN,150.0,-1.0,42.0,3.0,41.0
30,2020-09-14 00:00:00,TEN,DEN,-170.0,1.0,42.0,-3.0,41.0
357,2020-12-06 00:00:00,MIA,CIN,-500.0,-12.0,42.0,-10.0,43.0
356,2020-12-06 00:00:00,CIN,MIA,400.0,12.0,42.0,10.0,43.0
147,2021-10-10 00:00:00,HOU,NE,300.0,7.5,42.0,9.0,39.0
511,2021-01-03 00:00:00,LA,ARI,-125.0,-4.0,42.5,-0.0,42.0
33,2021-09-16 00:00:00,WAS,NYG,-200.0,-3.0,42.5,-3.0,41.5
32,2021-09-16 00:00:00,NYG,WAS,175.0,3.0,42.5,3.0,41.5
510,2021-01-03 00:00:00,ARI,LA,105.0,4.0,42.5,0.0,42.0
527,2022-01-09 00:00:00,TB,CAR,-550.0,-11.0,42.5,-12.5,43.0
25,2021-09-12 00:00:00,NYG,DEN,125.0,0.0,42.5,2.5,41.5
72,2020-09-27 00:00:00,SF,NYG,-160.0,-6.5,42.5,-3.0,44.0
482,2022-01-02 00:00:00,NYG,CHI,240.0,3.5,42.5,7.0,37.0
483,2022-01-02 00:00:00,CHI,NYG,-280.0,-3.5,42.5,-7.0,37.0
505,2022-01-02 00:00:00,SEA,DET,-400.0,-9.5,42.5,-9.5,41.0
475,2021-12-26 00:00:00,LV,DEN,-110.0,1.0,42.5,-0.0,41.5
504,2022-01-02 00:00:00,DET,SEA,330.0,9.5,42.5,9.5,41.0
24,2021-09-12 00:00:00,DEN,NYG,-145.0,-0.0,42.5,-2.5,41.5
497,2022-01-02 00:00:00,NE,JAC,-1600.0,-15.5,42.5,-17.5,42.5
474,2021-12-26 00:00:00,DEN,LV,-110.0,-1.0,42.5,0.0,41.5
526,2022-01-09 00:00:00,CAR,TB,425.0,11.0,42.5,12.5,43.0
496,2022-01-02 00:00:00,JAC,NE,900.0,15.5,42.5,17.5,42.5
73,2020-09-27 00:00:00,NYG,SF,140.0,6.5,42.5,3.0,44.0
44,2020-09-20 00:00:00,BUF,MIA,-240.0,-3.5,43.0,-5.5,42.5
3,2020-09-13 00:00:00,NE,MIA,-350.0,-7.0,43.0,-7.0,41.5
2,2020-09-13 00:00:00,MIA,NE,290.0,7.0,43.0,7.0,41.5
514,2022-01-08 00:00:00,KC,DEN,-700.0,-3.0,43.0,-12.5,45.0
311,2021-11-21 00:00:00,CAR,WAS,-170.0,-2.5,43.0,-3.5,43.0
38,2020-09-20 00:00:00,DEN,PIT,250.0,5.5,43.0,6.5,41.0
39,2020-09-20 00:00:00,PIT,DEN,-300.0,-5.5,43.0,-6.5,41.0
310,2021-11-21 00:00:00,WAS,CAR,150.0,2.5,43.0,3.5,43.0
446,2021-12-21 00:00:00,WAS,PHI,360.0,9.0,43.0,11.0,39.5
231,2020-11-01 00:00:00,PHI,DAL,-450.0,-4.0,43.0,-10.0,43.5
447,2021-12-21 00:00:00,PHI,WAS,-430.0,-9.0,43.0,-11.0,39.5
231,2021-10-31 00:00:00,CHI,SF,180.0,3.5,43.0,4.5,40.0
230,2021-10-31 00:00:00,SF,CHI,-210.0,-3.5,43.0,-4.5,40.0
51,2020-09-20 00:00:00,CHI,NYG,-220.0,-5.5,43.0,-4.5,43.0
494,2021-01-03 00:00:00,NYJ,NE,150.0,9.0,43.0,3.0,41.0
45,2020-09-20 00:00:00,MIA,BUF,200.0,3.5,43.0,5.5,42.5
495,2021-01-03 00:00:00,NE,NYJ,-170.0,-9.0,43.0,-3.0,41.0
515,2022-01-08 00:00:00,DEN,KC,500.0,3.0,43.0,12.5,45.0
230,2020-11-01 00:00:00,DAL,PHI,375.0,4.0,43.0,10.0,43.5
50,2020-09-20 00:00:00,NYG,CHI,190.0,5.5,43.0,4.5,43.0
448,2021-12-23 00:00:00,SF,TEN,-175.0,1.0,43.5,-3.5,45.5
449,2021-12-23 00:00:00,TEN,SF,155.0,-1.0,43.5,3.5,45.5
78,2021-09-26 00:00:00,ATL,NYG,130.0,2.5,43.5,2.5,47.5
87,2021-09-26 00:00:00,DEN,NYJ,-650.0,-7.5,43.5,-11.0,42.0
86,2021-09-26 00:00:00,NYJ,DEN,475.0,7.5,43.5,11.0,42.0
79,2021-09-26 00:00:00,NYG,ATL,-150.0,-2.5,43.5,-2.5,47.5
50,2021-09-19 00:00:00,NE,NYJ,-240.0,-3.5,43.5,-5.5,43.0
471,2021-12-26 00:00:00,SEA,CHI,-300.0,-7.0,43.5,-7.5,41.0
4,2021-09-12 00:00:00,NYJ,CAR,160.0,4.0,43.5,3.5,44.5
410,2020-12-13 00:00:00,WAS,SF,125.0,3.5,43.5,3.0,43.5
411,2020-12-13 00:00:00,SF,WAS,-145.0,-3.5,43.5,-3.0,43.5
432,2020-12-20 00:00:00,SEA,WAS,-265.0,-3.0,43.5,-7.0,44.0
433,2020-12-20 00:00:00,WAS,SEA,225.0,3.0,43.5,7.0,44.0
522,2022-01-09 00:00:00,IND,JAC,-1100.0,-15.0,43.5,-14.5,43.0
470,2021-12-26 00:00:00,CHI,SEA,250.0,7.0,43.5,7.5,41.0
469,2021-12-26 00:00:00,NE,BUF,-115.0,-2.0,43.5,-0.0,43.5
5,2021-09-12 00:00:00,CAR,NYJ,-180.0,-4.0,43.5,-3.5,44.5
468,2021-12-26 00:00:00,BUF,NE,-105.0,2.0,43.5,0.0,43.5
501,2021-01-03 00:00:00,CIN,BAL,650.0,13.0,43.5,14.0,45.5
502,2021-01-03 00:00:00,MIA,BUF,-165.0,5.5,43.5,-3.0,42.5
503,2021-01-03 00:00:00,BUF,MIA,145.0,-5.5,43.5,3.0,42.5
461,2021-12-26 00:00:00,ATL,DET,-340.0,-6.5,43.5,-9.0,43.0
460,2021-12-26 00:00:00,DET,ATL,280.0,6.5,43.5,9.0,43.0
457,2021-12-26 00:00:00,PHI,NYG,-550.0,-9.5,43.5,-12.0,41.0
456,2021-12-26 00:00:00,NYG,PHI,425.0,9.5,43.5,12.0,41.0
500,2021-01-03 00:00:00,BAL,CIN,-1000.0,-13.0,43.5,-14.0,45.5
523,2022-01-09 00:00:00,JAC,IND,700.0,15.0,43.5,14.5,43.0
51,2021-09-19 00:00:00,NYJ,NE,200.0,3.5,43.5,5.5,43.0
165,2021-10-17 00:00:00,IND,HOU,-600.0,-11.0,43.5,-12.5,44.5
314,2021-11-21 00:00:00,NO,PHI,135.0,-1.0,43.5,3.0,42.5
162,2021-10-17 00:00:00,MIA,JAC,-125.0,-3.5,43.5,-0.0,47.0
163,2021-10-17 00:00:00,JAC,MIA,105.0,3.5,43.5,0.0,47.0
164,2021-10-17 00:00:00,HOU,IND,450.0,11.0,43.5,12.5,44.5
233,2021-10-31 00:00:00,SEA,JAC,-190.0,-3.0,43.5,-4.0,44.5
431,2021-12-19 00:00:00,JAC,HOU,-260.0,-3.5,43.5,-6.0,40.5
430,2021-12-19 00:00:00,HOU,JAC,220.0,3.5,43.5,6.0,40.5
429,2021-12-19 00:00:00,PIT,TEN,-120.0,2.0,43.5,-0.0,44.0
428,2021-12-19 00:00:00,TEN,PIT,100.0,-2.0,43.5,0.0,44.0
42,2020-09-20 00:00:00,SF,NYJ,-335.0,-6.0,43.5,-7.0,41.5
43,2020-09-20 00:00:00,NYJ,SF,275.0,6.0,43.5,7.0,41.5
200,2021-10-24 00:00:00,NYJ,NE,280.0,7.0,43.5,7.5,42.5
201,2021-10-24 00:00:00,NE,NYJ,-340.0,-7.0,43.5,-7.5,42.5
253,2021-11-07 00:00:00,CAR,NE,160.0,2.5,43.5,3.5,42.0
252,2021-11-07 00:00:00,NE,CAR,-180.0,-2.5,43.5,-3.5,42.0
315,2021-11-21 00:00:00,PHI,NO,-155.0,1.0,43.5,-3.0,42.5
346,2021-11-28 00:00:00,CAR,MIA,-120.0,-1.0,43.5,-0.0,40.5
232,2021-10-31 00:00:00,JAC,SEA,170.0,3.0,43.5,4.0,44.5
440,2021-12-20 00:00:00,MIN,CHI,-310.0,-3.5,43.5,-7.5,47.5
137,2021-10-10 00:00:00,WAS,NO,115.0,1.5,43.5,2.5,43.0
136,2021-10-10 00:00:00,NO,WAS,-135.0,-1.5,43.5,-2.5,43.0
376,2021-12-05 00:00:00,NYG,MIA,260.0,2.5,43.5,7.5,40.0
377,2021-12-05 00:00:00,MIA,NYG,-310.0,-2.5,43.5,-7.5,40.0
406,2021-12-12 00:00:00,DET,DEN,475.0,8.5,43.5,14.0,42.0
15,2020-09-13 00:00:00,DET,CHI,-130.0,-1.0,43.5,-2.5,42.5
347,2021-11-28 00:00:00,MIA,CAR,100.0,1.0,43.5,0.0,40.5
441,2021-12-20 00:00:00,CHI,MIN,260.0,3.5,43.5,7.5,47.5
14,2020-09-13 00:00:00,CHI,DET,110.0,1.0,43.5,2.5,42.5
407,2021-12-12 00:00:00,DEN,DET,-650.0,-8.5,43.5,-14.0,42.0
418,2021-12-18 00:00:00,NE,IND,103.0,-2.5,44.0,0.0,47.5
60,2020-09-20 00:00:00,NE,SEA,180.0,3.0,44.0,4.5,45.0
61,2020-09-20 00:00:00,SEA,NE,-210.0,-3.0,44.0,-4.5,45.0
249,2020-11-08 00:00:00,IND,BAL,-115.0,4.0,44.0,-1.0,48.0
547,2022-01-15 00:00:00,BUF,NE,-210.0,-4.0,44.0,-4.5,43.0
493,2022-01-02 00:00:00,WAS,PHI,220.0,2.5,44.0,6.0,44.5
245,2021-11-04 00:00:00,IND,NYJ,-500.0,-14.0,44.0,-11.0,45.0
244,2021-11-04 00:00:00,NYJ,IND,400.0,14.0,44.0,11.0,45.0
419,2021-12-18 00:00:00,IND,NE,-123.0,2.5,44.0,-0.0,47.5
65,2020-09-24 00:00:00,JAC,MIA,-140.0,-1.5,44.0,-2.5,49.0
287,2021-11-14 00:00:00,PIT,DET,-250.0,9.0,44.0,6.0,40.5
430,2020-12-20 00:00:00,NE,MIA,-125.0,3.0,44.0,-0.0,40.0
286,2021-11-14 00:00:00,DET,PIT,210.0,-9.0,44.0,-6.0,40.5
492,2022-01-02 00:00:00,PHI,WAS,-260.0,-2.5,44.0,-6.0,44.5
12,2020-09-13 00:00:00,PHI,WAS,-230.0,-6.5,44.0,-5.5,41.5
13,2020-09-13 00:00:00,WAS,PHI,195.0,6.5,44.0,5.5,41.5
391,2020-12-13 00:00:00,CIN,DAL,140.0,4.0,44.0,3.0,44.0
390,2020-12-13 00:00:00,DAL,CIN,-160.0,-4.0,44.0,-3.0,44.0
20,2020-09-13 00:00:00,LAC,CIN,-130.0,-3.0,44.0,-2.0,41.0
21,2020-09-13 00:00:00,CIN,LAC,110.0,3.0,44.0,2.0,41.0
248,2020-11-08 00:00:00,BAL,IND,-105.0,-4.0,44.0,1.0,48.0
431,2020-12-20 00:00:00,MIA,NE,105.0,-3.0,44.0,0.0,40.0
546,2022-01-15 00:00:00,NE,BUF,180.0,4.0,44.0,4.5,43.0
64,2020-09-24 00:00:00,MIA,JAC,120.0,1.5,44.0,2.5,49.0
84,2020-09-27 00:00:00,CAR,LAC,230.0,6.0,44.0,6.0,43.5
180,2021-10-17 00:00:00,LV,DEN,180.0,2.5,44.0,5.0,45.0
85,2020-09-27 00:00:00,LAC,CAR,-270.0,-6.0,44.0,-6.0,43.5
181,2021-10-17 00:00:00,DEN,LV,-210.0,-2.5,44.0,-5.0,45.0
212,2021-10-25 00:00:00,NO,SEA,-250.0,-3.0,44.0,-5.5,42.0
213,2021-10-25 00:00:00,SEA,NO,210.0,3.0,44.0,5.5,42.0
295,2021-11-14 00:00:00,DEN,PHI,-115.0,1.5,44.5,-0.0,44.5
294,2021-11-14 00:00:00,PHI,DEN,-105.0,-1.5,44.5,0.0,44.5
233,2020-11-01 00:00:00,DEN,LAC,125.0,-0.0,44.5,3.0,44.5
188,2021-10-21 00:00:00,DEN,CLE,110.0,6.0,44.5,0.0,40.0
462,2021-12-26 00:00:00,BAL,CIN,280.0,2.0,44.5,9.0,43.5
283,2021-11-14 00:00:00,TEN,NO,-150.0,2.5,44.5,-3.0,42.5
516,2022-01-09 00:00:00,GB,DET,-190.0,-3.5,44.5,-3.5,45.0
426,2020-12-20 00:00:00,NYJ,LA,1200.0,13.5,44.5,17.0,44.5
427,2020-12-20 00:00:00,LA,NYJ,-3000.0,-13.5,44.5,-17.0,44.5
463,2021-12-26 00:00:00,CIN,BAL,-340.0,-2.0,44.5,-9.0,43.5
232,2020-11-01 00:00:00,LAC,DEN,-145.0,0.0,44.5,-3.0,44.5
451,2021-12-25 00:00:00,GB,CLE,-400.0,-7.0,44.5,-9.5,47.0
282,2021-11-14 00:00:00,NO,TEN,130.0,-2.5,44.5,3.0,42.5
348,2020-11-29 00:00:00,CHI,GB,320.0,7.5,44.5,7.5,44.5
163,2020-10-18 00:00:00,NYG,WAS,-115.0,-2.5,44.5,-1.0,42.0
162,2020-10-18 00:00:00,WAS,NYG,-105.0,2.5,44.5,1.0,42.0
349,2020-11-29 00:00:00,GB,CHI,-380.0,-7.5,44.5,-7.5,44.5
487,2022-01-02 00:00:00,BUF,ATL,-1000.0,-13.5,44.5,-14.5,46.0
385,2020-12-10 00:00:00,LA,NE,-220.0,-6.5,44.5,-4.5,43.0
384,2020-12-10 00:00:00,NE,LA,190.0,6.5,44.5,4.5,43.0
155,2020-10-18 00:00:00,CAR,CHI,-130.0,-2.5,44.5,-2.0,45.0
154,2020-10-18 00:00:00,CHI,CAR,110.0,2.5,44.5,2.0,45.0
16,2020-09-13 00:00:00,IND,JAC,-320.0,-6.5,44.5,-7.0,44.0
17,2020-09-13 00:00:00,JAC,IND,265.0,6.5,44.5,7.0,44.0
486,2022-01-02 00:00:00,ATL,BUF,650.0,13.5,44.5,14.5,46.0
130,2021-10-10 00:00:00,NYJ,ATL,130.0,3.5,44.5,2.5,45.5
131,2021-10-10 00:00:00,ATL,NYJ,-150.0,-3.5,44.5,-2.5,45.5
189,2021-10-21 00:00:00,CLE,DEN,-130.0,-6.0,44.5,-0.0,40.0
49,2021-09-19 00:00:00,JAC,DEN,220.0,3.0,44.5,7.0,45.0
48,2021-09-19 00:00:00,DEN,JAC,-260.0,-3.0,44.5,-7.0,45.0
517,2022-01-09 00:00:00,DET,GB,170.0,3.5,44.5,3.5,45.0
393,2021-12-12 00:00:00,NYJ,NO,175.0,6.5,44.5,4.0,42.0
236,2021-10-31 00:00:00,WAS,DEN,170.0,4.5,44.5,3.5,44.5
237,2021-10-31 00:00:00,DEN,WAS,-190.0,-4.5,44.5,-3.5,44.5
422,2021-12-19 00:00:00,NYJ,MIA,370.0,7.0,44.5,10.5,42.0
88,2020-09-27 00:00:00,TB,DEN,-265.0,-3.5,44.5,-6.0,42.5
89,2020-09-27 00:00:00,DEN,TB,225.0,3.5,44.5,6.0,42.5
69,2020-09-27 00:00:00,BUF,LA,-130.0,-3.0,44.5,-2.0,46.5
392,2021-12-12 00:00:00,NO,NYJ,-200.0,-6.5,44.5,-4.0,42.0
68,2020-09-27 00:00:00,LA,BUF,110.0,3.0,44.5,2.0,46.5
277,2021-11-14 00:00:00,NE,CLE,-145.0,3.0,44.5,-2.5,44.5
437,2021-12-19 00:00:00,DEN,CIN,-150.0,2.5,44.5,-2.5,43.5
436,2021-12-19 00:00:00,CIN,DEN,130.0,-2.5,44.5,2.5,43.5
423,2021-12-19 00:00:00,MIA,NYJ,-440.0,-7.0,44.5,-10.5,42.0
210,2021-10-24 00:00:00,IND,SF,150.0,5.5,44.5,3.0,41.5
65,2021-09-23 00:00:00,HOU,CAR,330.0,4.5,44.5,9.0,43.0
64,2021-09-23 00:00:00,CAR,HOU,-400.0,-4.5,44.5,-9.0,43.0
450,2021-12-25 00:00:00,CLE,GB,330.0,7.0,44.5,9.5,47.0
211,2021-10-24 00:00:00,SF,IND,-170.0,-5.5,44.5,-3.0,41.5
502,2022-01-02 00:00:00,HOU,SF,500.0,15.0,44.5,14.0,44.0
503,2022-01-02 00:00:00,SF,HOU,-700.0,-15.0,44.5,-14.0,44.0
276,2021-11-14 00:00:00,CLE,NE,125.0,-3.0,44.5,2.5,44.5
519,2022-01-09 00:00:00,MIN,CHI,-175.0,-3.5,44.5,-3.5,44.5
518,2022-01-09 00:00:00,CHI,MIN,155.0,3.5,44.5,3.5,44.5
380,2021-12-05 00:00:00,BAL,PIT,-190.0,-2.5,45.0,-3.0,44.0
355,2020-12-06 00:00:00,CHI,DET,-155.0,-3.0,45.0,-3.0,44.0
399,2021-12-12 00:00:00,CLE,BAL,-160.0,-0.0,45.0,-3.0,44.0
398,2021-12-12 00:00:00,BAL,CLE,140.0,0.0,45.0,3.0,44.0
331,2020-11-29 00:00:00,CIN,NYG,240.0,-2.5,45.0,6.5,45.0
354,2020-12-06 00:00:00,DET,CHI,135.0,3.0,45.0,3.0,44.0
330,2020-11-29 00:00:00,NYG,CIN,-280.0,2.5,45.0,-6.5,45.0
293,2020-11-16 00:00:00,CHI,MIN,150.0,2.5,45.0,3.0,44.5
445,2021-12-21 00:00:00,LA,SEA,-360.0,-7.0,45.0,-7.5,47.0
444,2021-12-21 00:00:00,SEA,LA,300.0,7.0,45.0,7.5,47.0
381,2021-12-05 00:00:00,PIT,BAL,170.0,2.5,45.0,3.0,44.0
227,2021-10-31 00:00:00,NYJ,CIN,425.0,3.5,45.0,12.5,43.0
392,2020-12-13 00:00:00,ARI,NYG,-160.0,-1.5,45.0,-3.0,47.5
364,2020-12-06 00:00:00,NO,ATL,-145.0,-3.0,45.0,-2.5,45.5
228,2021-10-31 00:00:00,PIT,CLE,200.0,2.5,45.0,5.0,43.0
229,2021-10-31 00:00:00,CLE,PIT,-240.0,-2.5,45.0,-5.0,43.0
226,2021-10-31 00:00:00,CIN,NYJ,-550.0,-3.5,45.0,-12.5,43.0
479,2020-12-28 00:00:00,NE,BUF,290.0,4.5,45.0,7.5,47.0
478,2020-12-28 00:00:00,BUF,NE,-350.0,-4.5,45.0,-7.5,47.0
256,2021-11-07 00:00:00,CLE,CIN,110.0,3.0,45.0,1.0,47.5
404,2021-12-12 00:00:00,SEA,HOU,-420.0,-6.5,45.0,-10.0,41.0
469,2020-12-27 00:00:00,BAL,NYG,-450.0,-10.0,45.0,-10.5,43.0
468,2020-12-27 00:00:00,NYG,BAL,375.0,10.0,45.0,10.5,43.0
467,2020-12-27 00:00:00,WAS,CAR,100.0,-3.0,45.0,0.0,42.0
466,2020-12-27 00:00:00,CAR,WAS,-120.0,3.0,45.0,-0.0,42.0
459,2020-12-27 00:00:00,NYJ,CLE,240.0,10.5,45.0,7.0,45.0
458,2020-12-27 00:00:00,CLE,NYJ,-280.0,-10.5,45.0,-7.0,45.0
257,2021-11-07 00:00:00,CIN,CLE,-130.0,-3.0,45.0,-1.0,47.5
504,2021-01-03 00:00:00,LAC,KC,-300.0,1.5,45.0,-7.5,43.0
505,2021-01-03 00:00:00,KC,LAC,250.0,-1.5,45.0,7.5,43.0
393,2020-12-13 00:00:00,NYG,ARI,140.0,1.5,45.0,3.0,47.5
312,2021-11-21 00:00:00,BAL,CHI,-130.0,-6.5,45.0,-0.0,40.5
313,2021-11-21 00:00:00,CHI,BAL,110.0,6.5,45.0,0.0,40.5
10,2021-09-12 00:00:00,LAC,WAS,110.0,0.0,45.0,1.0,45.5
11,2021-09-12 00:00:00,WAS,LAC,-130.0,-0.0,45.0,-1.0,45.5
330,2021-11-25 00:00:00,CHI,DET,-135.0,-3.0,45.0,-1.0,41.5
331,2021-11-25 00:00:00,DET,CHI,115.0,3.0,45.0,1.0,41.5
434,2021-12-19 00:00:00,ATL,SF,330.0,7.5,45.0,9.5,48.0
435,2021-12-19 00:00:00,SF,ATL,-400.0,-7.5,45.0,-9.5,48.0
372,2021-12-05 00:00:00,PHI,NYJ,-210.0,-6.5,45.0,-4.5,44.0
365,2020-12-06 00:00:00,ATL,NO,125.0,3.0,45.0,2.5,45.5
373,2021-12-05 00:00:00,NYJ,PHI,180.0,6.5,45.0,4.5,44.0
292,2020-11-16 00:00:00,MIN,CHI,-170.0,-2.5,45.0,-3.0,44.5
405,2021-12-12 00:00:00,HOU,SEA,350.0,6.5,45.0,10.0,41.0
507,2022-01-02 00:00:00,BAL,LA,260.0,2.0,45.0,7.5,47.0
98,2020-10-04 00:00:00,IND,CHI,-185.0,-1.0,45.0,-3.5,43.0
82,2020-09-27 00:00:00,NYJ,IND,500.0,6.5,45.0,11.5,44.0
541,2022-01-09 00:00:00,LA,SF,-170.0,-3.5,45.0,-3.0,46.5
506,2022-01-02 00:00:00,LA,BAL,-310.0,-2.0,45.0,-7.5,47.0
71,2020-09-27 00:00:00,PIT,HOU,-190.0,-5.5,45.0,-3.5,46.5
540,2022-01-09 00:00:00,SF,LA,150.0,3.5,45.0,3.0,46.5
70,2020-09-27 00:00:00,HOU,PIT,170.0,5.5,45.0,3.5,46.5
83,2020-09-27 00:00:00,IND,NYJ,-700.0,-6.5,45.0,-11.5,44.0
99,2020-10-04 00:00:00,CHI,IND,165.0,1.0,45.0,3.5,43.0
424,2021-12-19 00:00:00,DAL,NYG,-700.0,-10.0,45.5,-13.5,43.5
425,2021-12-19 00:00:00,NYG,DAL,500.0,10.0,45.5,13.5,43.5
193,2021-10-24 00:00:00,NYG,CAR,130.0,3.0,45.5,2.5,42.5
501,2022-01-02 00:00:00,LAC,DEN,-360.0,-6.0,45.5,-9.0,45.0
112,2020-10-04 00:00:00,LAC,TB,300.0,5.0,45.5,7.0,42.0
149,2021-10-10 00:00:00,LV,CHI,-240.0,-7.0,45.5,-5.5,46.0
148,2021-10-10 00:00:00,CHI,LV,200.0,7.0,45.5,5.5,46.0
113,2020-10-04 00:00:00,TB,LAC,-360.0,-5.0,45.5,-7.0,42.0
120,2020-10-04 00:00:00,PHI,SF,270.0,5.5,45.5,8.0,45.5
484,2022-01-02 00:00:00,TB,NYJ,-1000.0,-11.0,45.5,-15.0,47.5
309,2021-11-21 00:00:00,NYJ,MIA,170.0,2.5,45.5,4.0,44.5
121,2020-10-04 00:00:00,SF,PHI,-330.0,-5.5,45.5,-8.0,45.5
192,2021-10-24 00:00:00,CAR,NYG,-150.0,-3.0,45.5,-2.5,42.5
