,game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,away_score,home_score,home_result,stadium,location,roof,surface,old_game_id
0,1999_01_MIN_ATL,1999,REG,1,1999-09-12,Sunday,,MIN,ATL,17.0,14.0,-3.0,Georgia Dome,Home,outdoors,fieldturf,1999091210
1,1999_01_KC_CHI,1999,REG,1,1999-09-12,Sunday,,KC,CHI,17.0,20.0,3.0,Soldier Field,Home,outdoors,grass,1999091206
2,1999_01_PIT_CLE,1999,REG,1,1999-09-12,Sunday,,PIT,CLE,43.0,0.0,-43.0,Cleveland Browns Stadium,Home,outdoors,grass,1999091213
3,1999_01_OAK_GB,1999,REG,1,1999-09-12,Sunday,,LV,GB,24.0,28.0,4.0,Lambeau Field,Home,outdoors,grass,1999091208
4,1999_01_BUF_IND,1999,REG,1,1999-09-12,Sunday,,BUF,IND,14.0,31.0,17.0,RCA Dome,Home,closed,fieldturf,1999091202
5,1999_01_SF_JAX,1999,REG,1,1999-09-12,Sunday,,SF,JAX,3.0,41.0,38.0,Alltel Stadium,Home,outdoors,grass,1999091212
6,1999_01_CAR_NO,1999,REG,1,1999-09-12,Sunday,,CAR,NO,10.0,19.0,9.0,Louisiana Superdome,Home,closed,astroturf,1999091203
7,1999_01_NE_NYJ,1999,REG,1,1999-09-12,Sunday,,NE,NYJ,30.0,28.0,-2.0,Giants Stadium,Home,outdoors,fieldturf,1999091207
8,1999_01_ARI_PHI,1999,REG,1,1999-09-12,Sunday,,ARI,PHI,25.0,24.0,-1.0,Veterans Stadium,Home,outdoors,grass,1999091200
9,1999_01_DET_SEA,1999,REG,1,1999-09-12,Sunday,,DET,SEA,28.0,20.0,-8.0,Seattle Kingdome,Home,outdoors,grass,1999091209
10,1999_01_BAL_STL,1999,REG,1,1999-09-12,Sunday,,BAL,LA,10.0,27.0,17.0,TWA Dome,Home,,,1999091201
11,1999_01_NYG_TB,1999,REG,1,1999-09-12,Sunday,,NYG,TB,17.0,13.0,-4.0,Raymond James Stadium,Home,outdoors,grass,1999091211
12,1999_01_CIN_TEN,1999,REG,1,1999-09-12,Sunday,,CIN,TEN,35.0,36.0,1.0,Adelphia Coliseum,Home,outdoors,grass,1999091204
13,1999_01_DAL_WAS,1999,REG,1,1999-09-12,Sunday,,DAL,WAS,41.0,35.0,-6.0,Jack Kent Cooke Stadium,Home,outdoors,grass,1999091205
14,1999_01_MIA_DEN,1999,REG,1,1999-09-13,Monday,,MIA,DEN,38.0,21.0,-17.0,Mile High Stadium,Home,outdoors,grass,1999091300
15,1999_02_PIT_BAL,1999,REG,2,1999-09-19,Sunday,,PIT,BAL,23.0,20.0,-3.0,PSINet Stadium,Home,outdoors,grass,1999091905
16,1999_02_NYJ_BUF,1999,REG,2,1999-09-19,Sunday,,NYJ,BUF,3.0,17.0,14.0,Ralph Wilson Stadium,Home,outdoors,astroturf,1999091913
17,1999_02_JAX_CAR,1999,REG,2,1999-09-19,Sunday,,JAX,CAR,22.0,20.0,-2.0,Ericsson Stadium,Home,outdoors,grass,1999091903
18,1999_02_SEA_CHI,1999,REG,2,1999-09-19,Sunday,,SEA,CHI,14.0,13.0,-1.0,Soldier Field,Home,outdoors,grass,1999091907
19,1999_02_SD_CIN,1999,REG,2,1999-09-19,Sunday,,LAC,CIN,34.0,7.0,-27.0,Cinergy Field,Home,outdoors,grass,1999091906
20,1999_02_GB_DET,1999,REG,2,1999-09-19,Sunday,,GB,DET,15.0,23.0,8.0,Pontiac Silverdome,Home,closed,fieldturf,1999091901
21,1999_02_DEN_KC,1999,REG,2,1999-09-19,Sunday,,DEN,KC,10.0,26.0,16.0,Arrowhead Stadium,Home,outdoors,astroturf,1999091912
22,1999_02_ARI_MIA,1999,REG,2,1999-09-19,Sunday,,ARI,MIA,16.0,19.0,3.0,Pro Player Stadium,Home,outdoors,grass,1999091900
23,1999_02_OAK_MIN,1999,REG,2,1999-09-19,Sunday,,LV,MIN,22.0,17.0,-5.0,Hubert H. Humphrey Metrodome,Home,closed,sportturf,1999091904
24,1999_02_IND_NE,1999,REG,2,1999-09-19,Sunday,,IND,NE,28.0,31.0,3.0,Foxboro Stadium,Home,outdoors,grass,1999091902
25,1999_02_WAS_NYG,1999,REG,2,1999-09-19,Sunday,,WAS,NYG,50.0,21.0,-29.0,Giants Stadium,Home,outdoors,fieldturf,1999091909
26,1999_02_TB_PHI,1999,REG,2,1999-09-19,Sunday,,TB,PHI,19.0,5.0,-14.0,Veterans Stadium,Home,outdoors,grass,1999091908
27,1999_02_NO_SF,1999,REG,2,1999-09-19,Sunday,,NO,SF,21.0,28.0,7.0,3Com Park,Home,outdoors,grass,1999091910
28,1999_02_CLE_TEN,1999,REG,2,1999-09-19,Sunday,,CLE,TEN,9.0,26.0,17.0,Adelphia Coliseum,Home,outdoors,grass,1999091911
29,1999_02_ATL_DAL,1999,REG,2,1999-09-20,Monday,,ATL,DAL,7.0,24.0,17.0,Texas Stadium,Home,closed,fieldturf,1999092000
30,1999_03_CLE_BAL,1999,REG,3,1999-09-26,Sunday,,CLE,BAL,10.0,17.0,7.0,PSINet Stadium,Home,outdoors,grass,1999092603
31,1999_03_PHI_BUF,1999,REG,3,1999-09-26,Sunday,,PHI,BUF,0.0,26.0,26.0,Ralph Wilson Stadium,Home,outdoors,astroturf,1999092606
32,1999_03_CIN_CAR,1999,REG,3,1999-09-26,Sunday,,CIN,CAR,3.0,27.0,24.0,Ericsson Stadium,Home,outdoors,grass,1999092602
33,1999_03_MIN_GB,1999,REG,3,1999-09-26,Sunday,,MIN,GB,20.0,23.0,3.0,Lambeau Field,Home,outdoors,grass,1999092611
34,1999_03_TEN_JAX,1999,REG,3,1999-09-26,Sunday,,TEN,JAX,20.0,19.0,-1.0,Alltel Stadium,Home,outdoors,grass,1999092608
35,1999_03_DET_KC,1999,REG,3,1999-09-26,Sunday,,DET,KC,21.0,31.0,10.0,Arrowhead Stadium,Home,outdoors,astroturf,1999092605
36,1999_03_NYG_NE,1999,REG,3,1999-09-26,Sunday,,NYG,NE,14.0,16.0,2.0,Foxboro Stadium,Home,outdoors,grass,1999092612
37,1999_03_WAS_NYJ,1999,REG,3,1999-09-26,Sunday,,WAS,NYJ,27.0,20.0,-7.0,Giants Stadium,Home,outdoors,fieldturf,1999092601
38,1999_03_CHI_OAK,1999,REG,3,1999-09-26,Sunday,,CHI,LV,17.0,24.0,7.0,Network Associates Coliseum,Home,outdoors,grass,1999092610
39,1999_03_SEA_PIT,1999,REG,3,1999-09-26,Sunday,,SEA,PIT,29.0,10.0,-19.0,Three Rivers Stadium,Home,outdoors,grass,1999092607
40,1999_03_IND_SD,1999,REG,3,1999-09-26,Sunday,,IND,LAC,27.0,19.0,-8.0,Qualcomm Stadium,Home,,,1999092609
41,1999_03_ATL_STL,1999,REG,3,1999-09-26,Sunday,,ATL,LA,7.0,35.0,28.0,TWA Dome,Home,,,1999092600
42,1999_03_DEN_TB,1999,REG,3,1999-09-26,Sunday,,DEN,TB,10.0,13.0,3.0,Raymond James Stadium,Home,outdoors,grass,1999092604
43,1999_03_SF_ARI,1999,REG,3,1999-09-27,Monday,,SF,ARI,24.0,10.0,-14.0,Sun Devil Stadium,Home,closed,grass,1999092700
44,1999_04_BAL_ATL,1999,REG,4,1999-10-03,Sunday,,BAL,ATL,19.0,13.0,-6.0,Georgia Dome,Home,outdoors,fieldturf,1999100301
45,1999_04_NO_CHI,1999,REG,4,1999-10-03,Sunday,,NO,CHI,10.0,14.0,4.0,Soldier Field,Home,outdoors,grass,1999100304
46,1999_04_STL_CIN,1999,REG,4,1999-10-03,Sunday,,LA,CIN,38.0,10.0,-28.0,Cinergy Field,Home,outdoors,grass,1999100306
47,1999_04_NE_CLE,1999,REG,4,1999-10-03,Sunday,,NE,CLE,19.0,7.0,-12.0,Cleveland Browns Stadium,Home,outdoors,grass,1999100303
48,1999_04_ARI_DAL,1999,REG,4,1999-10-03,Sunday,,ARI,DAL,7.0,35.0,28.0,Texas Stadium,Home,closed,fieldturf,1999100300
49,1999_04_NYJ_DEN,1999,REG,4,1999-10-03,Sunday,,NYJ,DEN,21.0,13.0,-8.0,Mile High Stadium,Home,outdoors,grass,1999100310
50,1999_04_TB_MIN,1999,REG,4,1999-10-03,Sunday,,TB,MIN,14.0,21.0,7.0,Hubert H. Humphrey Metrodome,Home,closed,sportturf,1999100307
51,1999_04_PHI_NYG,1999,REG,4,1999-10-03,Sunday,,PHI,NYG,15.0,16.0,1.0,Giants Stadium,Home,outdoors,fieldturf,1999100305
52,1999_04_JAX_PIT,1999,REG,4,1999-10-03,Sunday,,JAX,PIT,17.0,3.0,-14.0,Three Rivers Stadium,Home,outdoors,grass,1999100302
53,1999_04_KC_SD,1999,REG,4,1999-10-03,Sunday,,KC,LAC,14.0,21.0,7.0,Qualcomm Stadium,Home,,,1999100309
54,1999_04_OAK_SEA,1999,REG,4,1999-10-03,Sunday,,LV,SEA,21.0,22.0,1.0,Seattle Kingdome,Home,outdoors,grass,1999100312
55,1999_04_TEN_SF,1999,REG,4,1999-10-03,Sunday,,TEN,SF,22.0,24.0,2.0,3Com Park,Home,outdoors,grass,1999100311
56,1999_04_CAR_WAS,1999,REG,4,1999-10-03,Sunday,,CAR,WAS,36.0,38.0,2.0,Jack Kent Cooke Stadium,Home,outdoors,grass,1999100308
57,1999_04_BUF_MIA,1999,REG,4,1999-10-04,Monday,,BUF,MIA,23.0,18.0,-5.0,Pro Player Stadium,Home,outdoors,grass,1999100400
58,1999_05_NYG_ARI,1999,REG,5,1999-10-10,Sunday,,NYG,ARI,3.0,14.0,11.0,Sun Devil Stadium,Home,closed,grass,1999101008
59,1999_05_PIT_BUF,1999,REG,5,1999-10-10,Sunday,,PIT,BUF,21.0,24.0,3.0,Ralph Wilson Stadium,Home,outdoors,astroturf,1999101005
60,1999_05_CIN_CLE,1999,REG,5,1999-10-10,Sunday,,CIN,CLE,18.0,17.0,-1.0,Cleveland Browns Stadium,Home,outdoors,grass,1999101002
61,1999_05_SD_DET,1999,REG,5,1999-10-10,Sunday,,LAC,DET,20.0,10.0,-10.0,Pontiac Silverdome,Home,closed,fieldturf,1999101006
62,1999_05_TB_GB,1999,REG,5,1999-10-10,Sunday,,TB,GB,23.0,26.0,3.0,Lambeau Field,Home,outdoors,grass,1999101012
63,1999_05_MIA_IND,1999,REG,5,1999-10-10,Sunday,,MIA,IND,34.0,31.0,-3.0,RCA Dome,Home,closed,fieldturf,1999101011
64,1999_05_NE_KC,1999,REG,5,1999-10-10,Sunday,,NE,KC,14.0,16.0,2.0,Arrowhead Stadium,Home,outdoors,astroturf,1999101004
65,1999_05_CHI_MIN,1999,REG,5,1999-10-10,Sunday,,CHI,MIN,24.0,22.0,-2.0,Hubert H. Humphrey Metrodome,Home,closed,sportturf,1999101001
66,1999_05_ATL_NO,1999,REG,5,1999-10-10,Sunday,,ATL,NO,20.0,17.0,-3.0,Louisiana Superdome,Home,closed,astroturf,1999101000
67,1999_05_DEN_OAK,1999,REG,5,1999-10-10,Sunday,,DEN,LV,16.0,13.0,-3.0,Network Associates Coliseum,Home,outdoors,grass,1999101010
68,1999_05_DAL_PHI,1999,REG,5,1999-10-10,Sunday,,DAL,PHI,10.0,13.0,3.0,Veterans Stadium,Home,outdoors,grass,1999101003
69,1999_05_SF_STL,1999,REG,5,1999-10-10,Sunday,,SF,LA,20.0,42.0,22.0,TWA Dome,Home,,,1999101007
70,1999_05_BAL_TEN,1999,REG,5,1999-10-10,Sunday,,BAL,TEN,11.0,14.0,3.0,Adelphia Coliseum,Home,outdoors,grass,1999101009
71,1999_05_JAX_NYJ,1999,REG,5,1999-10-11,Monday,,JAX,NYJ,16.0,6.0,-10.0,Giants Stadium,Home,outdoors,fieldturf,1999101100
72,1999_06_WAS_ARI,1999,REG,6,1999-10-17,Sunday,,WAS,ARI,24.0,10.0,-14.0,Sun Devil Stadium,Home,closed,grass,1999101712
73,1999_06_STL_ATL,1999,REG,6,1999-10-17,Sunday,,LA,ATL,41.0,13.0,-28.0,Georgia Dome,Home,outdoors,fieldturf,1999101707
74,1999_06_OAK_BUF,1999,REG,6,1999-10-17,Sunday,,LV,BUF,20.0,14.0,-6.0,Ralph Wilson Stadium,Home,outdoors,astroturf,1999101704
75,1999_06_PHI_CHI,1999,REG,6,1999-10-17,Sunday,,PHI,CHI,20.0,16.0,-4.0,Soldier Field,Home,outdoors,grass,1999101705
76,1999_06_PIT_CIN,1999,REG,6,1999-10-17,Sunday,,PIT,CIN,17.0,3.0,-14.0,Cinergy Field,Home,outdoors,grass,1999101706
77,1999_06_GB_DEN,1999,REG,6,1999-10-17,Sunday,,GB,DEN,10.0,31.0,21.0,Mile High Stadium,Home,outdoors,grass,1999101711
78,1999_06_MIN_DET,1999,REG,6,1999-10-17,Sunday,,MIN,DET,23.0,25.0,2.0,Pontiac Silverdome,Home,closed,fieldturf,1999101703
79,1999_06_CLE_JAX,1999,REG,6,1999-10-17,Sunday,,CLE,JAX,7.0,24.0,17.0,Alltel Stadium,Home,outdoors,grass,1999101700
80,1999_06_MIA_NE,1999,REG,6,1999-10-17,Sunday,,MIA,NE,31.0,30.0,-1.0,Foxboro Stadium,Home,outdoors,grass,1999101702
81,1999_06_TEN_NO,1999,REG,6,1999-10-17,Sunday,,TEN,NO,24.0,21.0,-3.0,Louisiana Superdome,Home,closed,astroturf,1999101708
82,1999_06_IND_NYJ,1999,REG,6,1999-10-17,Sunday,,IND,NYJ,16.0,13.0,-3.0,Giants Stadium,Home,outdoors,fieldturf,1999101701
83,1999_06_SEA_SD,1999,REG,6,1999-10-17,Sunday,,SEA,LAC,10.0,13.0,3.0,Qualcomm Stadium,Home,,,1999101709
84,1999_06_CAR_SF,1999,REG,6,1999-10-17,Sunday,,CAR,SF,31.0,29.0,-2.0,3Com Park,Home,outdoors,grass,1999101710
85,1999_06_DAL_NYG,1999,REG,6,1999-10-18,Monday,,DAL,NYG,10.0,13.0,3.0,Giants Stadium,Home,outdoors,fieldturf,1999101800
86,1999_07_KC_BAL,1999,REG,7,1999-10-21,Thursday,,KC,BAL,35.0,8.0,-27.0,PSINet Stadium,Home,outdoors,grass,1999102100
87,1999_07_DET_CAR,1999,REG,7,1999-10-24,Sunday,,DET,CAR,24.0,9.0,-15.0,Ericsson Stadium,Home,outdoors,grass,1999102404
88,1999_07_WAS_DAL,1999,REG,7,1999-10-24,Sunday,,WAS,DAL,20.0,38.0,18.0,Texas Stadium,Home,closed,fieldturf,1999102408
89,1999_07_CIN_IND,1999,REG,7,1999-10-24,Sunday,,CIN,IND,10.0,31.0,21.0,RCA Dome,Home,closed,fieldturf,1999102401
90,1999_07_PHI_MIA,1999,REG,7,1999-10-24,Sunday,,PHI,MIA,13.0,16.0,3.0,Pro Player Stadium,Home,outdoors,grass,1999102406
91,1999_07_SF_MIN,1999,REG,7,1999-10-24,Sunday,,SF,MIN,16.0,40.0,24.0,Hubert H. Humphrey Metrodome,Home,closed,sportturf,1999102407
92,1999_07_DEN_NE,1999,REG,7,1999-10-24,Sunday,,DEN,NE,23.0,24.0,1.0,Foxboro Stadium,Home,outdoors,grass,1999102403
93,1999_07_NO_NYG,1999,REG,7,1999-10-24,Sunday,,NO,NYG,3.0,31.0,28.0,Giants Stadium,Home,outdoors,fieldturf,1999102405
94,1999_07_NYJ_OAK,1999,REG,7,1999-10-24,Sunday,,NYJ,LV,23.0,24.0,1.0,Network Associates Coliseum,Home,outdoors,grass,1999102411
95,1999_07_GB_SD,1999,REG,7,1999-10-24,Sunday,,GB,LAC,31.0,3.0,-28.0,Qualcomm Stadium,Home,,,1999102409
96,1999_07_BUF_SEA,1999,REG,7,1999-10-24,Sunday,,BUF,SEA,16.0,26.0,10.0,Seattle Kingdome,Home,outdoors,grass,1999102410
97,1999_07_CLE_STL,1999,REG,7,1999-10-24,Sunday,,CLE,LA,3.0,34.0,31.0,TWA Dome,Home,,,1999102402
98,1999_07_CHI_TB,1999,REG,7,1999-10-24,Sunday,,CHI,TB,3.0,6.0,3.0,Raymond James Stadium,Home,outdoors,grass,1999102400
99,1999_07_ATL_PIT,1999,REG,7,1999-10-25,Monday,,ATL,PIT,9.0,13.0,4.0,Three Rivers Stadium,Home,outdoors,grass,1999102500
100,1999_08_NE_ARI,1999,REG,8,1999-10-31,Sunday,,NE,ARI,27.0,3.0,-24.0,Sun Devil Stadium,Home,closed,grass,1999103110
101,1999_08_CAR_ATL,1999,REG,8,1999-10-31,Sunday,,CAR,ATL,20.0,27.0,7.0,Georgia Dome,Home,outdoors,fieldturf,1999103101
102,1999_08_BUF_BAL,1999,REG,8,1999-10-31,Sunday,,BUF,BAL,13.0,10.0,-3.0,PSINet Stadium,Home,outdoors,grass,1999103100
103,1999_08_JAX_CIN,1999,REG,8,1999-10-31,Sunday,,JAX,CIN,41.0,10.0,-31.0,Cinergy Field,Home,outdoors,grass,1999103105
104,1999_08_MIN_DEN,1999,REG,8,1999-10-31,Sunday,,MIN,DEN,23.0,20.0,-3.0,Mile High Stadium,Home,outdoors,grass,1999103111
105,1999_08_TB_DET,1999,REG,8,1999-10-31,Sunday,,TB,DET,3.0,20.0,17.0,Pontiac Silverdome,Home,closed,fieldturf,1999103112
106,1999_08_DAL_IND,1999,REG,8,1999-10-31,Sunday,,DAL,IND,24.0,34.0,10.0,RCA Dome,Home,closed,fieldturf,1999103104
107,1999_08_SD_KC,1999,REG,8,1999-10-31,Sunday,,LAC,KC,0.0,34.0,34.0,Arrowhead Stadium,Home,outdoors,astroturf,1999103108
108,1999_08_CLE_NO,1999,REG,8,1999-10-31,Sunday,,CLE,NO,21.0,16.0,-5.0,Louisiana Superdome,Home,closed,astroturf,1999103103
109,1999_08_MIA_OAK,1999,REG,8,1999-10-31,Sunday,,MIA,LV,16.0,9.0,-7.0,Network Associates Coliseum,Home,outdoors,grass,1999103109
110,1999_08_NYG_PHI,1999,REG,8,1999-10-31,Sunday,,NYG,PHI,23.0,17.0,-6.0,Veterans Stadium,Home,outdoors,grass,1999103106
111,1999_08_STL_TEN,1999,REG,8,1999-10-31,Sunday,,LA,TEN,21.0,24.0,3.0,Adelphia Coliseum,Home,outdoors,grass,1999103107
112,1999_08_CHI_WAS,1999,REG,8,1999-10-31,Sunday,,CHI,WAS,22.0,48.0,26.0,Jack Kent Cooke Stadium,Home,outdoors,grass,1999103102
113,1999_08_SEA_GB,1999,REG,8,1999-11-01,Monday,,SEA,GB,27.0,7.0,-20.0,Lambeau Field,Home,outdoors,grass,1999110100
114,1999_09_JAX_ATL,1999,REG,9,1999-11-07,Sunday,,JAX,ATL,30.0,7.0,-23.0,Georgia Dome,Home,outdoors,fieldturf,1999110704
115,1999_09_PHI_CAR,1999,REG,9,1999-11-07,Sunday,,PHI,CAR,7.0,33.0,26.0,Ericsson Stadium,Home,outdoors,grass,1999110706
116,1999_09_BAL_CLE,1999,REG,9,1999-11-07,Sunday,,BAL,CLE,41.0,9.0,-32.0,Cleveland Browns Stadium,Home,outdoors,grass,1999110701
117,1999_09_STL_DET,1999,REG,9,1999-11-07,Sunday,,LA,DET,27.0,31.0,4.0,Pontiac Silverdome,Home,closed,fieldturf,1999110707
118,1999_09_CHI_GB,1999,REG,9,1999-11-07,Sunday,,CHI,GB,14.0,13.0,-1.0,Lambeau Field,Home,outdoors,grass,1999110703
119,1999_09_KC_IND,1999,REG,9,1999-11-07,Sunday,,KC,IND,17.0,25.0,8.0,RCA Dome,Home,closed,fieldturf,1999110705
120,1999_09_TEN_MIA,1999,REG,9,1999-11-07,Sunday,,TEN,MIA,0.0,17.0,17.0,Pro Player Stadium,Home,outdoors,grass,1999110713
121,1999_09_TB_NO,1999,REG,9,1999-11-07,Sunday,,TB,NO,31.0,16.0,-15.0,Louisiana Superdome,Home,closed,astroturf,1999110708
122,1999_09_ARI_NYJ,1999,REG,9,1999-11-07,Sunday,,ARI,NYJ,7.0,12.0,5.0,Giants Stadium,Home,outdoors,fieldturf,1999110700
123,1999_09_DEN_SD,1999,REG,9,1999-11-07,Sunday,,DEN,LAC,33.0,17.0,-16.0,Qualcomm Stadium,Home,,,1999110712
124,1999_09_CIN_SEA,1999,REG,9,1999-11-07,Sunday,,CIN,SEA,20.0,37.0,17.0,Seattle Kingdome,Home,outdoors,grass,1999110711
125,1999_09_PIT_SF,1999,REG,9,1999-11-07,Sunday,,PIT,SF,27.0,6.0,-21.0,3Com Park,Home,outdoors,grass,1999110709
126,1999_09_BUF_WAS,1999,REG,9,1999-11-07,Sunday,,BUF,WAS,34.0,17.0,-17.0,Jack Kent Cooke Stadium,Home,outdoors,grass,1999110702
127,1999_09_DAL_MIN,1999,REG,9,1999-11-08,Monday,,DAL,MIN,17.0,27.0,10.0,Hubert H. Humphrey Metrodome,Home,closed,sportturf,1999110800
128,1999_10_DET_ARI,1999,REG,10,1999-11-14,Sunday,,DET,ARI,19.0,23.0,4.0,Sun Devil Stadium,Home,closed,grass,1999111411
129,1999_10_MIA_BUF,1999,REG,10,1999-11-14,Sunday,,MIA,BUF,3.0,23.0,20.0,Ralph Wilson Stadium,Home,outdoors,astroturf,1999111404
130,1999_10_MIN_CHI,1999,REG,10,1999-11-14,Sunday,,MIN,CHI,27.0,24.0,-3.0,Soldier Field,Home,outdoors,grass,1999111405
131,1999_10_TEN_CIN,1999,REG,10,1999-11-14,Sunday,,TEN,CIN,24.0,14.0,-10.0,Cinergy Field,Home,outdoors,grass,1999111407
132,1999_10_GB_DAL,1999,REG,10,1999-11-14,Sunday,,GB,DAL,13.0,27.0,14.0,Texas Stadium,Home,closed,fieldturf,1999111412
133,1999_10_BAL_JAX,1999,REG,10,1999-11-14,Sunday,,BAL,JAX,3.0,6.0,3.0,Alltel Stadium,Home,outdoors,grass,1999111409
134,1999_10_SF_NO,1999,REG,10,1999-11-14,Sunday,,SF,NO,6.0,24.0,18.0,Louisiana Superdome,Home,closed,astroturf,1999111406
135,1999_10_IND_NYG,1999,REG,10,1999-11-14,Sunday,,IND,NYG,27.0,19.0,-8.0,Giants Stadium,Home,outdoors,fieldturf,1999111402
136,1999_10_SD_OAK,1999,REG,10,1999-11-14,Sunday,,LAC,LV,9.0,28.0,19.0,Network Associates Coliseum,Home,outdoors,grass,1999111410
137,1999_10_WAS_PHI,1999,REG,10,1999-11-14,Sunday,,WAS,PHI,28.0,35.0,7.0,Veterans Stadium,Home,outdoors,grass,1999111408
138,1999_10_CLE_PIT,1999,REG,10,1999-11-14,Sunday,,CLE,PIT,16.0,15.0,-1.0,Three Rivers Stadium,Home,outdoors,grass,1999111401
139,1999_10_DEN_SEA,1999,REG,10,1999-11-14,Sunday,,DEN,SEA,17.0,20.0,3.0,Seattle Kingdome,Home,outdoors,grass,1999111413
140,1999_10_CAR_STL,1999,REG,10,1999-11-14,Sunday,,CAR,LA,10.0,35.0,25.0,TWA Dome,Home,,,1999111400
141,1999_10_KC_TB,1999,REG,10,1999-11-14,Sunday,,KC,TB,10.0,17.0,7.0,Raymond James Stadium,Home,outdoors,grass,1999111403
142,1999_10_NYJ_NE,1999,REG,10,1999-11-15,Monday,,NYJ,NE,24.0,17.0,-7.0,Foxboro Stadium,Home,outdoors,grass,1999111500
143,1999_11_DAL_ARI,1999,REG,11,1999-11-21,Sunday,,DAL,ARI,9.0,13.0,4.0,Sun Devil Stadium,Home,closed,grass,1999112110
144,1999_11_BAL_CIN,1999,REG,11,1999-11-21,Sunday,,BAL,CIN,34.0,31.0,-3.0,Cinergy Field,Home,outdoors,grass,1999112108
145,1999_11_CAR_CLE,1999,REG,11,1999-11-21,Sunday,,CAR,CLE,31.0,17.0,-14.0,Cleveland Browns Stadium,Home,outdoors,grass,1999112102
146,1999_11_DET_GB,1999,REG,11,1999-11-21,Sunday,,DET,GB,17.0,26.0,9.0,Lambeau Field,Home,outdoors,grass,1999112103
147,1999_11_NO_JAX,1999,REG,11,1999-11-21,Sunday,,NO,JAX,23.0,41.0,18.0,Alltel Stadium,Home,outdoors,grass,1999112113
148,1999_11_SEA_KC,1999,REG,11,1999-11-21,Sunday,,SEA,KC,31.0,19.0,-12.0,Arrowhead Stadium,Home,outdoors,astroturf,1999112107
149,1999_11_NE_MIA,1999,REG,11,1999-11-21,Sunday,,NE,MIA,17.0,27.0,10.0,Pro Player Stadium,Home,outdoors,grass,1999112105
150,1999_11_BUF_NYJ,1999,REG,11,1999-11-21,Sunday,,BUF,NYJ,7.0,17.0,10.0,Giants Stadium,Home,outdoors,fieldturf,1999112101
151,1999_11_IND_PHI,1999,REG,11,1999-11-21,Sunday,,IND,PHI,44.0,17.0,-27.0,Veterans Stadium,Home,outdoors,grass,1999112104
152,1999_11_CHI_SD,1999,REG,11,1999-11-21,Sunday,,CHI,LAC,23.0,20.0,-3.0,Qualcomm Stadium,Home,,,1999112109
153,1999_11_STL_SF,1999,REG,11,1999-11-21,Sunday,,LA,SF,23.0,7.0,-16.0,3Com Park,Home,outdoors,grass,1999112112
154,1999_11_ATL_TB,1999,REG,11,1999-11-21,Sunday,,ATL,TB,10.0,19.0,9.0,Raymond James Stadium,Home,outdoors,grass,1999112100
155,1999_11_PIT_TEN,1999,REG,11,1999-11-21,Sunday,,PIT,TEN,10.0,16.0,6.0,Adelphia Coliseum,Home,outdoors,grass,1999112106
156,1999_11_NYG_WAS,1999,REG,11,1999-11-21,Sunday,,NYG,WAS,13.0,23.0,10.0,Jack Kent Cooke Stadium,Home,outdoors,grass,1999112111
157,1999_11_OAK_DEN,1999,REG,11,1999-11-22,Monday,,LV,DEN,21.0,27.0,6.0,Mile High Stadium,Home,outdoors,grass,1999112200
158,1999_12_MIA_DAL,1999,REG,12,1999-11-25,Thursday,,MIA,DAL,0.0,20.0,20.0,Texas Stadium,Home,closed,fieldturf,1999112501
159,1999_12_CHI_DET,1999,REG,12,1999-11-25,Thursday,,CHI,DET,17.0,21.0,4.0,Pontiac Silverdome,Home,closed,fieldturf,1999112500
160,1999_12_JAX_BAL,1999,REG,12,1999-11-28,Sunday,,JAX,BAL,30.0,23.0,-7.0,PSINet Stadium,Home,outdoors,grass,1999112802
161,1999_12_NE_BUF,1999,REG,12,1999-11-28,Sunday,,NE,BUF,7.0,17.0,10.0,Ralph Wilson Stadium,Home,outdoors,astroturf,1999112803
162,1999_12_ATL_CAR,1999,REG,12,1999-11-28,Sunday,,ATL,CAR,28.0,34.0,6.0,Ericsson Stadium,Home,outdoors,grass,1999112811
163,1999_12_TEN_CLE,1999,REG,12,1999-11-28,Sunday,,TEN,CLE,33.0,21.0,-12.0,Cleveland Browns Stadium,Home,outdoors,grass,1999112807
164,1999_12_NYJ_IND,1999,REG,12,1999-11-28,Sunday,,NYJ,IND,6.0,13.0,7.0,RCA Dome,Home,closed,fieldturf,1999112810
165,1999_12_SD_MIN,1999,REG,12,1999-11-28,Sunday,,LAC,MIN,27.0,35.0,8.0,Hubert H. Humphrey Metrodome,Home,closed,sportturf,1999112806
166,1999_12_ARI_NYG,1999,REG,12,1999-11-28,Sunday,,ARI,NYG,34.0,24.0,-10.0,Giants Stadium,Home,outdoors,fieldturf,1999112800
167,1999_12_KC_OAK,1999,REG,12,1999-11-28,Sunday,,KC,LV,37.0,34.0,-3.0,Network Associates Coliseum,Home,outdoors,grass,1999112809
168,1999_12_CIN_PIT,1999,REG,12,1999-11-28,Sunday,,CIN,PIT,27.0,20.0,-7.0,Three Rivers Stadium,Home,outdoors,grass,1999112801
169,1999_12_TB_SEA,1999,REG,12,1999-11-28,Sunday,,TB,SEA,16.0,3.0,-13.0,Seattle Kingdome,Home,outdoors,grass,1999112808
170,1999_12_NO_STL,1999,REG,12,1999-11-28,Sunday,,NO,LA,12.0,43.0,31.0,TWA Dome,Home,,,1999112804
